production_plan_id,plant_warehouse_id,finished_material_id,planned_qty,planned_start_at,planned_end_at,plan_status,priority,material_readiness_rate,updated_at
PP-0000703,WH-04,MAT-0150,6506,2025-11-19T21:00:00+08:00,2025-11-24T20:00:00+08:00,at_risk,high,0.7685,2025-11-21T21:00:00+08:00
PP-0000704,WH-02,MAT-0214,3172,2026-03-17T17:00:00+08:00,2026-03-18T05:00:00+08:00,completed,normal,0.7065,2026-03-19T12:00:00+08:00
PP-0000705,WH-04,MAT-0195,13068,2026-02-15T06:00:00+08:00,2026-02-17T21:00:00+08:00,completed,normal,0.7727,2026-02-16T00:00:00+08:00
PP-0000706,WH-04,MAT-0153,690,2026-02-19T22:00:00+08:00,2026-02-21T18:00:00+08:00,completed,normal,0.9234,2026-02-21T19:00:00+08:00
PP-0000707,WH-04,MAT-0123,8948,2025-09-06T06:00:00+08:00,2025-09-08T21:00:00+08:00,paused,high,0.5902,2025-09-07T20:00:00+08:00
PP-0000708,WH-04,MAT-0019,15863,2026-03-11T22:00:00+08:00,2026-03-12T14:00:00+08:00,completed,normal,0.7341,2026-03-12T00:00:00+08:00
PP-0000709,WH-02,MAT-0234,5761,2026-05-01T09:00:00+08:00,2026-05-06T03:00:00+08:00,completed,normal,0.8785,2026-05-02T02:00:00+08:00
PP-0000710,WH-02,MAT-0206,18944,2025-08-18T12:00:00+08:00,2025-08-21T17:00:00+08:00,planned,high,0.5593,2025-08-20T08:00:00+08:00
PP-0000711,WH-02,MAT-0129,7059,2026-01-11T12:00:00+08:00,2026-01-15T14:00:00+08:00,at_risk,normal,0.8163,2026-01-12T20:00:00+08:00
PP-0000712,WH-04,MAT-0088,7384,2026-04-28T21:00:00+08:00,2026-05-01T14:00:00+08:00,planned,urgent,0.6547,2026-04-29T19:00:00+08:00
PP-0000713,WH-02,MAT-0212,14420,2026-03-17T10:00:00+08:00,2026-03-20T00:00:00+08:00,released,normal,0.648,2026-03-19T01:00:00+08:00
PP-0000714,WH-02,MAT-0037,17422,2025-10-28T08:00:00+08:00,2025-10-29T02:00:00+08:00,at_risk,high,0.6258,2025-10-30T03:00:00+08:00
PP-0000715,WH-02,MAT-0161,18101,2025-12-15T01:00:00+08:00,2025-12-15T21:00:00+08:00,at_risk,normal,0.8779,2025-12-16T23:00:00+08:00
PP-0000716,WH-04,MAT-0212,7697,2026-04-25T00:00:00+08:00,2026-04-28T00:00:00+08:00,released,normal,0.7953,2026-04-25T15:00:00+08:00
PP-0000717,WH-02,MAT-0232,11513,2026-01-20T08:00:00+08:00,2026-01-22T14:00:00+08:00,completed,normal,0.7567,2026-01-21T01:00:00+08:00
PP-0000718,WH-04,MAT-0051,11305,2026-04-01T20:00:00+08:00,2026-04-06T06:00:00+08:00,completed,normal,0.9534,2026-04-03T06:00:00+08:00
PP-0000719,WH-04,MAT-0178,18386,2025-07-07T15:00:00+08:00,2025-07-08T07:00:00+08:00,completed,normal,0.7017,2025-07-08T10:00:00+08:00
PP-0000720,WH-04,MAT-0112,1308,2026-07-19T12:00:00+08:00,2026-07-20T18:00:00+08:00,planned,normal,0.6062,2026-06-15T08:00:00+08:00
PP-0000721,WH-04,MAT-0237,8655,2025-08-10T12:00:00+08:00,2025-08-15T00:00:00+08:00,completed,normal,0.76,2025-08-11T14:00:00+08:00
PP-0000722,WH-02,MAT-0217,13313,2026-06-17T11:00:00+08:00,2026-06-20T22:00:00+08:00,planned,normal,0.6612,2026-06-15T08:00:00+08:00
PP-0000723,WH-04,MAT-0061,10122,2025-07-24T13:00:00+08:00,2025-07-27T10:00:00+08:00,completed,normal,0.989,2025-07-26T05:00:00+08:00
PP-0000724,WH-04,MAT-0010,15479,2026-04-08T15:00:00+08:00,2026-04-10T06:00:00+08:00,paused,high,0.9948,2026-04-08T23:00:00+08:00
PP-0000725,WH-04,MAT-0094,19038,2025-10-06T23:00:00+08:00,2025-10-08T03:00:00+08:00,completed,normal,0.6961,2025-10-08T11:00:00+08:00
PP-0000726,WH-04,MAT-0032,9520,2025-09-17T16:00:00+08:00,2025-09-21T13:00:00+08:00,paused,normal,0.6271,2025-09-19T01:00:00+08:00
PP-0000727,WH-04,MAT-0121,14025,2025-07-10T06:00:00+08:00,2025-07-12T13:00:00+08:00,released,normal,0.9172,2025-07-11T06:00:00+08:00
PP-0000728,WH-02,MAT-0082,14536,2026-05-03T00:00:00+08:00,2026-05-05T02:00:00+08:00,planned,normal,0.8599,2026-05-03T03:00:00+08:00
PP-0000729,WH-04,MAT-0058,11120,2025-11-14T03:00:00+08:00,2025-11-14T18:00:00+08:00,paused,normal,0.5627,2025-11-15T20:00:00+08:00
PP-0000730,WH-04,MAT-0148,6182,2025-06-18T22:00:00+08:00,2025-06-23T14:00:00+08:00,planned,high,0.8929,2025-06-19T20:00:00+08:00
PP-0000731,WH-02,MAT-0078,5939,2026-06-03T06:00:00+08:00,2026-06-07T04:00:00+08:00,planned,normal,0.6934,2026-06-05T06:00:00+08:00
PP-0000732,WH-04,MAT-0053,1860,2026-01-22T20:00:00+08:00,2026-01-26T02:00:00+08:00,planned,normal,0.6695,2026-01-24T15:00:00+08:00
PP-0000733,WH-04,MAT-0231,11513,2025-08-26T12:00:00+08:00,2025-08-29T20:00:00+08:00,released,normal,0.9516,2025-08-27T10:00:00+08:00
PP-0000734,WH-02,MAT-0170,15694,2025-12-28T17:00:00+08:00,2025-12-30T10:00:00+08:00,paused,urgent,0.9954,2025-12-30T10:00:00+08:00
PP-0000735,WH-04,MAT-0118,18636,2025-07-24T11:00:00+08:00,2025-07-26T13:00:00+08:00,released,normal,0.7963,2025-07-25T12:00:00+08:00
PP-0000736,WH-02,MAT-0076,4793,2025-07-27T12:00:00+08:00,2025-07-31T08:00:00+08:00,completed,normal,0.6951,2025-07-29T06:00:00+08:00
PP-0000737,WH-04,MAT-0232,3178,2025-11-10T10:00:00+08:00,2025-11-13T01:00:00+08:00,completed,normal,0.7685,2025-11-10T23:00:00+08:00
PP-0000738,WH-04,MAT-0211,1661,2025-10-13T08:00:00+08:00,2025-10-14T18:00:00+08:00,released,normal,0.918,2025-10-15T03:00:00+08:00
PP-0000739,WH-04,MAT-0075,2856,2025-07-03T05:00:00+08:00,2025-07-04T17:00:00+08:00,released,normal,0.567,2025-07-04T00:00:00+08:00
PP-0000740,WH-04,MAT-0169,11245,2025-12-24T11:00:00+08:00,2025-12-26T10:00:00+08:00,completed,urgent,0.6831,2025-12-26T03:00:00+08:00
PP-0000741,WH-02,MAT-0036,12143,2026-06-11T04:00:00+08:00,2026-06-13T11:00:00+08:00,released,normal,0.5506,2026-06-11T05:00:00+08:00
PP-0000742,WH-04,MAT-0178,9296,2026-01-07T13:00:00+08:00,2026-01-11T09:00:00+08:00,completed,high,0.8136,2026-01-08T06:00:00+08:00
PP-0000743,WH-04,MAT-0206,13446,2025-08-20T06:00:00+08:00,2025-08-21T01:00:00+08:00,completed,normal,0.6489,2025-08-21T19:00:00+08:00
PP-0000744,WH-02,MAT-0058,14375,2025-12-16T08:00:00+08:00,2025-12-16T20:00:00+08:00,completed,urgent,0.7346,2025-12-17T11:00:00+08:00
PP-0000745,WH-04,MAT-0066,14025,2026-03-11T16:00:00+08:00,2026-03-13T15:00:00+08:00,paused,normal,0.7123,2026-03-12T11:00:00+08:00
PP-0000746,WH-04,MAT-0098,17119,2026-02-20T18:00:00+08:00,2026-02-21T04:00:00+08:00,released,normal,0.7825,2026-02-22T05:00:00+08:00
PP-0000747,WH-04,MAT-0206,16482,2025-09-06T19:00:00+08:00,2025-09-08T14:00:00+08:00,paused,high,0.6726,2025-09-08T11:00:00+08:00
PP-0000748,WH-04,MAT-0074,15710,2025-08-09T22:00:00+08:00,2025-08-10T10:00:00+08:00,planned,normal,0.6827,2025-08-10T08:00:00+08:00
PP-0000749,WH-02,MAT-0111,4369,2025-07-15T13:00:00+08:00,2025-07-18T14:00:00+08:00,completed,normal,0.8021,2025-07-16T19:00:00+08:00
PP-0000750,WH-02,MAT-0087,9097,2025-08-02T00:00:00+08:00,2025-08-05T12:00:00+08:00,planned,normal,0.6458,2025-08-03T08:00:00+08:00
PP-0000751,WH-02,MAT-0013,2429,2026-02-22T00:00:00+08:00,2026-02-23T07:00:00+08:00,released,urgent,0.7883,2026-02-22T18:00:00+08:00
PP-0000752,WH-04,MAT-0236,10777,2025-12-31T16:00:00+08:00,2026-01-02T17:00:00+08:00,released,urgent,0.6143,2026-01-01T13:00:00+08:00
PP-0000753,WH-02,MAT-0063,19486,2025-08-04T11:00:00+08:00,2025-08-08T04:00:00+08:00,completed,urgent,0.7218,2025-08-05T15:00:00+08:00
PP-0000754,WH-04,MAT-0186,10720,2026-03-27T22:00:00+08:00,2026-03-30T16:00:00+08:00,completed,normal,0.5721,2026-03-28T21:00:00+08:00
PP-0000755,WH-04,MAT-0215,10380,2025-09-14T16:00:00+08:00,2025-09-17T21:00:00+08:00,released,high,0.6299,2025-09-16T15:00:00+08:00
PP-0000756,WH-02,MAT-0210,17521,2025-10-29T13:00:00+08:00,2025-10-31T01:00:00+08:00,at_risk,high,0.8838,2025-10-31T08:00:00+08:00
PP-0000757,WH-02,MAT-0104,11407,2025-09-23T19:00:00+08:00,2025-09-26T08:00:00+08:00,completed,high,0.8747,2025-09-25T08:00:00+08:00
PP-0000758,WH-02,MAT-0090,15451,2026-05-26T14:00:00+08:00,2026-05-29T03:00:00+08:00,planned,urgent,0.6603,2026-05-28T10:00:00+08:00
PP-0000759,WH-04,MAT-0125,3849,2026-05-09T01:00:00+08:00,2026-05-11T20:00:00+08:00,at_risk,normal,0.7069,2026-05-09T16:00:00+08:00
PP-0000760,WH-04,MAT-0212,3497,2025-08-23T06:00:00+08:00,2025-08-26T04:00:00+08:00,released,normal,0.8779,2025-08-24T21:00:00+08:00
PP-0000761,WH-02,MAT-0054,19504,2025-12-30T07:00:00+08:00,2026-01-01T04:00:00+08:00,planned,normal,0.7746,2026-01-01T06:00:00+08:00
PP-0000762,WH-02,MAT-0088,19568,2026-06-24T08:00:00+08:00,2026-06-28T01:00:00+08:00,completed,normal,0.7113,2026-06-15T08:00:00+08:00
PP-0000763,WH-02,MAT-0125,406,2025-10-21T22:00:00+08:00,2025-10-24T02:00:00+08:00,completed,high,0.8909,2025-10-22T01:00:00+08:00
PP-0000764,WH-02,MAT-0105,3409,2026-03-22T06:00:00+08:00,2026-03-26T23:00:00+08:00,planned,urgent,0.5879,2026-03-23T19:00:00+08:00
PP-0000765,WH-04,MAT-0190,7967,2026-01-08T03:00:00+08:00,2026-01-08T18:00:00+08:00,released,normal,0.7372,2026-01-09T13:00:00+08:00
PP-0000766,WH-04,MAT-0166,9131,2026-02-28T07:00:00+08:00,2026-03-04T10:00:00+08:00,at_risk,normal,0.6713,2026-03-02T02:00:00+08:00
PP-0000767,WH-04,MAT-0044,8077,2025-08-10T01:00:00+08:00,2025-08-13T18:00:00+08:00,released,normal,0.7791,2025-08-10T01:00:00+08:00
PP-0000768,WH-04,MAT-0086,9896,2025-09-12T10:00:00+08:00,2025-09-14T11:00:00+08:00,at_risk,high,0.7819,2025-09-12T13:00:00+08:00
PP-0000769,WH-04,MAT-0199,14546,2026-07-06T09:00:00+08:00,2026-07-07T06:00:00+08:00,released,normal,0.7769,2026-06-15T08:00:00+08:00
PP-0000770,WH-04,MAT-0176,3191,2025-07-08T13:00:00+08:00,2025-07-10T06:00:00+08:00,completed,urgent,0.6973,2025-07-08T15:00:00+08:00
PP-0000771,WH-02,MAT-0104,6769,2025-07-20T20:00:00+08:00,2025-07-21T20:00:00+08:00,completed,urgent,0.6387,2025-07-21T06:00:00+08:00
PP-0000772,WH-02,MAT-0058,12803,2026-05-18T22:00:00+08:00,2026-05-22T11:00:00+08:00,completed,high,0.8282,2026-05-20T04:00:00+08:00
PP-0000773,WH-04,MAT-0236,1682,2026-05-03T06:00:00+08:00,2026-05-05T12:00:00+08:00,released,high,0.9424,2026-05-04T09:00:00+08:00
PP-0000774,WH-04,MAT-0164,1129,2026-04-01T17:00:00+08:00,2026-04-05T21:00:00+08:00,released,normal,0.8433,2026-04-02T21:00:00+08:00
PP-0000775,WH-02,MAT-0013,18228,2025-10-25T07:00:00+08:00,2025-10-27T23:00:00+08:00,planned,urgent,0.5949,2025-10-27T07:00:00+08:00
PP-0000776,WH-02,MAT-0002,3119,2025-08-31T09:00:00+08:00,2025-09-01T02:00:00+08:00,released,normal,0.5521,2025-09-01T18:00:00+08:00
PP-0000777,WH-04,MAT-0081,16207,2025-11-27T15:00:00+08:00,2025-11-29T08:00:00+08:00,completed,normal,0.7966,2025-11-28T05:00:00+08:00
PP-0000778,WH-04,MAT-0194,1262,2025-09-25T16:00:00+08:00,2025-09-30T12:00:00+08:00,at_risk,high,0.6075,2025-09-26T05:00:00+08:00
PP-0000779,WH-04,MAT-0077,1468,2025-07-19T22:00:00+08:00,2025-07-21T03:00:00+08:00,released,normal,0.9924,2025-07-21T15:00:00+08:00
PP-0000780,WH-02,MAT-0188,13281,2025-12-15T18:00:00+08:00,2025-12-20T00:00:00+08:00,released,urgent,0.5847,2025-12-16T20:00:00+08:00
PP-0000781,WH-02,MAT-0116,19314,2026-01-18T05:00:00+08:00,2026-01-19T08:00:00+08:00,released,normal,0.9162,2026-01-19T09:00:00+08:00
PP-0000782,WH-02,MAT-0151,11715,2025-12-24T00:00:00+08:00,2025-12-27T16:00:00+08:00,at_risk,urgent,0.9438,2025-12-25T10:00:00+08:00
PP-0000783,WH-02,MAT-0115,2355,2025-10-07T01:00:00+08:00,2025-10-10T00:00:00+08:00,at_risk,normal,0.9342,2025-10-08T09:00:00+08:00
PP-0000784,WH-04,MAT-0094,2243,2025-07-22T22:00:00+08:00,2025-07-24T06:00:00+08:00,completed,normal,0.942,2025-07-23T13:00:00+08:00
PP-0000785,WH-04,MAT-0091,4604,2025-09-07T00:00:00+08:00,2025-09-11T23:00:00+08:00,paused,urgent,0.6493,2025-09-08T14:00:00+08:00
PP-0000786,WH-02,MAT-0127,14781,2025-06-21T03:00:00+08:00,2025-06-25T05:00:00+08:00,completed,normal,0.6848,2025-06-21T07:00:00+08:00
PP-0000787,WH-02,MAT-0037,19806,2026-05-18T03:00:00+08:00,2026-05-18T19:00:00+08:00,released,normal,0.5939,2026-05-18T10:00:00+08:00
PP-0000788,WH-02,MAT-0061,798,2025-10-09T15:00:00+08:00,2025-10-13T08:00:00+08:00,planned,normal,0.7124,2025-10-11T08:00:00+08:00
PP-0000789,WH-04,MAT-0116,14755,2025-06-19T21:00:00+08:00,2025-06-22T07:00:00+08:00,paused,normal,0.5886,2025-06-20T09:00:00+08:00
PP-0000790,WH-04,MAT-0140,11052,2026-03-14T19:00:00+08:00,2026-03-19T07:00:00+08:00,completed,urgent,0.6364,2026-03-16T07:00:00+08:00
PP-0000791,WH-04,MAT-0070,1463,2025-08-03T13:00:00+08:00,2025-08-06T14:00:00+08:00,released,urgent,0.8547,2025-08-05T00:00:00+08:00
PP-0000792,WH-04,MAT-0231,6918,2026-06-11T20:00:00+08:00,2026-06-14T22:00:00+08:00,released,normal,0.7031,2026-06-13T15:00:00+08:00
PP-0000793,WH-04,MAT-0121,1174,2026-05-07T01:00:00+08:00,2026-05-12T00:00:00+08:00,planned,normal,0.7204,2026-05-07T10:00:00+08:00
PP-0000794,WH-02,MAT-0160,12016,2025-07-26T17:00:00+08:00,2025-07-31T01:00:00+08:00,completed,urgent,0.6705,2025-07-28T08:00:00+08:00
PP-0000795,WH-04,MAT-0035,429,2025-11-02T16:00:00+08:00,2025-11-07T08:00:00+08:00,completed,urgent,0.8999,2025-11-04T11:00:00+08:00
PP-0000796,WH-04,MAT-0146,14312,2026-05-03T18:00:00+08:00,2026-05-04T23:00:00+08:00,completed,normal,0.5699,2026-05-04T19:00:00+08:00
PP-0000797,WH-02,MAT-0149,16732,2026-07-19T15:00:00+08:00,2026-07-20T11:00:00+08:00,completed,high,0.7508,2026-06-15T08:00:00+08:00
PP-0000798,WH-02,MAT-0233,16123,2025-12-31T16:00:00+08:00,2026-01-03T15:00:00+08:00,at_risk,normal,0.6069,2026-01-01T00:00:00+08:00
PP-0000799,WH-02,MAT-0023,3254,2026-05-21T13:00:00+08:00,2026-05-25T15:00:00+08:00,completed,high,0.9778,2026-05-21T22:00:00+08:00
PP-0000800,WH-04,MAT-0125,12782,2026-07-12T03:00:00+08:00,2026-07-13T14:00:00+08:00,completed,normal,0.8386,2026-06-15T08:00:00+08:00
PP-0000801,WH-02,MAT-0224,3907,2025-08-31T21:00:00+08:00,2025-09-04T17:00:00+08:00,completed,normal,0.8877,2025-09-02T12:00:00+08:00
PP-0000802,WH-02,MAT-0025,6820,2026-06-01T20:00:00+08:00,2026-06-05T13:00:00+08:00,planned,normal,0.5636,2026-06-02T09:00:00+08:00
PP-0000803,WH-02,MAT-0167,8789,2025-11-26T21:00:00+08:00,2025-11-28T08:00:00+08:00,completed,high,0.693,2025-11-28T12:00:00+08:00
PP-0000804,WH-02,MAT-0104,9665,2025-08-16T14:00:00+08:00,2025-08-17T00:00:00+08:00,completed,normal,0.6939,2025-08-18T11:00:00+08:00
PP-0000805,WH-02,MAT-0014,16655,2026-01-18T09:00:00+08:00,2026-01-20T13:00:00+08:00,completed,normal,0.8707,2026-01-19T13:00:00+08:00
PP-0000806,WH-02,MAT-0200,6622,2026-01-01T22:00:00+08:00,2026-01-05T12:00:00+08:00,released,urgent,0.9485,2026-01-02T01:00:00+08:00
PP-0000807,WH-02,MAT-0151,11602,2026-07-12T22:00:00+08:00,2026-07-14T13:00:00+08:00,completed,normal,0.8489,2026-06-15T08:00:00+08:00
PP-0000808,WH-02,MAT-0052,16156,2026-01-07T02:00:00+08:00,2026-01-09T10:00:00+08:00,released,normal,0.7848,2026-01-09T01:00:00+08:00
PP-0000809,WH-02,MAT-0074,19279,2026-02-16T16:00:00+08:00,2026-02-21T14:00:00+08:00,completed,high,0.7196,2026-02-18T10:00:00+08:00
PP-0000810,WH-04,MAT-0072,4898,2025-10-30T15:00:00+08:00,2025-11-03T20:00:00+08:00,completed,urgent,0.6296,2025-10-31T19:00:00+08:00
PP-0000811,WH-02,MAT-0233,15079,2025-09-10T11:00:00+08:00,2025-09-15T08:00:00+08:00,at_risk,normal,0.7492,2025-09-11T10:00:00+08:00
PP-0000812,WH-04,MAT-0072,9637,2026-04-24T15:00:00+08:00,2026-04-27T11:00:00+08:00,completed,high,0.5719,2026-04-25T17:00:00+08:00
PP-0000813,WH-02,MAT-0066,11923,2025-07-05T09:00:00+08:00,2025-07-08T08:00:00+08:00,paused,high,0.7365,2025-07-05T15:00:00+08:00
PP-0000814,WH-04,MAT-0191,4064,2025-08-17T09:00:00+08:00,2025-08-18T15:00:00+08:00,completed,normal,0.8832,2025-08-17T16:00:00+08:00
PP-0000815,WH-04,MAT-0009,2788,2025-07-02T13:00:00+08:00,2025-07-06T07:00:00+08:00,completed,high,0.7519,2025-07-03T11:00:00+08:00
PP-0000816,WH-04,MAT-0165,12737,2026-01-11T10:00:00+08:00,2026-01-13T13:00:00+08:00,planned,normal,0.5728,2026-01-12T04:00:00+08:00
PP-0000817,WH-04,MAT-0065,5101,2025-12-25T12:00:00+08:00,2025-12-29T09:00:00+08:00,released,high,0.7399,2025-12-25T22:00:00+08:00
PP-0000818,WH-02,MAT-0209,19541,2026-06-18T06:00:00+08:00,2026-06-18T23:00:00+08:00,planned,high,0.7318,2026-06-15T08:00:00+08:00
PP-0000819,WH-02,MAT-0191,5713,2025-11-24T07:00:00+08:00,2025-11-25T00:00:00+08:00,completed,normal,0.6006,2025-11-25T21:00:00+08:00
PP-0000820,WH-04,MAT-0100,3096,2026-06-28T04:00:00+08:00,2026-07-02T13:00:00+08:00,at_risk,normal,0.8316,2026-06-15T08:00:00+08:00
PP-0000821,WH-02,MAT-0108,14510,2026-02-28T11:00:00+08:00,2026-03-04T01:00:00+08:00,at_risk,high,0.8811,2026-02-28T21:00:00+08:00
PP-0000822,WH-04,MAT-0141,4223,2026-02-03T07:00:00+08:00,2026-02-06T17:00:00+08:00,completed,high,0.6082,2026-02-04T07:00:00+08:00
PP-0000823,WH-04,MAT-0027,1317,2026-01-13T16:00:00+08:00,2026-01-18T08:00:00+08:00,completed,normal,0.6112,2026-01-14T07:00:00+08:00
PP-0000824,WH-04,MAT-0215,766,2025-12-19T11:00:00+08:00,2025-12-24T08:00:00+08:00,at_risk,urgent,0.9307,2025-12-20T19:00:00+08:00
PP-0000825,WH-04,MAT-0226,9094,2026-06-17T05:00:00+08:00,2026-06-19T15:00:00+08:00,completed,normal,0.6586,2026-06-15T08:00:00+08:00
PP-0000826,WH-02,MAT-0030,7891,2026-03-20T08:00:00+08:00,2026-03-22T03:00:00+08:00,released,normal,0.7034,2026-03-21T15:00:00+08:00
PP-0000827,WH-04,MAT-0167,5459,2026-02-17T22:00:00+08:00,2026-02-18T10:00:00+08:00,released,normal,0.5705,2026-02-19T04:00:00+08:00
PP-0000828,WH-02,MAT-0123,2638,2025-07-18T23:00:00+08:00,2025-07-21T10:00:00+08:00,released,normal,0.5547,2025-07-20T05:00:00+08:00
PP-0000829,WH-04,MAT-0158,10357,2025-08-25T05:00:00+08:00,2025-08-27T13:00:00+08:00,planned,normal,0.5617,2025-08-26T17:00:00+08:00
PP-0000830,WH-04,MAT-0093,13197,2025-06-25T19:00:00+08:00,2025-06-30T08:00:00+08:00,planned,normal,0.8664,2025-06-27T15:00:00+08:00
PP-0000831,WH-02,MAT-0065,3450,2025-09-09T13:00:00+08:00,2025-09-11T04:00:00+08:00,paused,normal,0.7145,2025-09-11T05:00:00+08:00
PP-0000832,WH-02,MAT-0117,3529,2026-03-23T13:00:00+08:00,2026-03-27T15:00:00+08:00,planned,normal,0.9272,2026-03-24T07:00:00+08:00
PP-0000833,WH-04,MAT-0012,14442,2025-10-10T18:00:00+08:00,2025-10-12T08:00:00+08:00,planned,high,0.8991,2025-10-12T12:00:00+08:00
PP-0000834,WH-04,MAT-0220,10750,2026-01-05T12:00:00+08:00,2026-01-10T03:00:00+08:00,released,normal,0.5722,2026-01-07T07:00:00+08:00
PP-0000835,WH-02,MAT-0072,403,2026-04-04T22:00:00+08:00,2026-04-07T10:00:00+08:00,at_risk,normal,0.7798,2026-04-05T16:00:00+08:00
PP-0000836,WH-04,MAT-0175,18263,2026-07-16T23:00:00+08:00,2026-07-19T20:00:00+08:00,planned,normal,0.6523,2026-06-15T08:00:00+08:00
PP-0000837,WH-02,MAT-0208,16645,2025-08-01T01:00:00+08:00,2025-08-04T05:00:00+08:00,planned,urgent,0.6616,2025-08-02T11:00:00+08:00
PP-0000838,WH-04,MAT-0240,12897,2025-12-17T18:00:00+08:00,2025-12-18T15:00:00+08:00,paused,high,0.6534,2025-12-19T01:00:00+08:00
PP-0000839,WH-02,MAT-0121,4514,2026-01-06T19:00:00+08:00,2026-01-09T23:00:00+08:00,released,normal,0.9156,2026-01-08T18:00:00+08:00
PP-0000840,WH-02,MAT-0077,17311,2025-10-19T06:00:00+08:00,2025-10-20T17:00:00+08:00,completed,normal,0.8122,2025-10-20T07:00:00+08:00
PP-0000841,WH-02,MAT-0092,190,2025-12-24T05:00:00+08:00,2025-12-27T20:00:00+08:00,completed,high,0.7922,2025-12-25T20:00:00+08:00
PP-0000842,WH-04,MAT-0185,18206,2026-03-18T00:00:00+08:00,2026-03-19T17:00:00+08:00,at_risk,high,0.7324,2026-03-18T02:00:00+08:00
PP-0000843,WH-04,MAT-0223,4703,2025-08-04T20:00:00+08:00,2025-08-08T07:00:00+08:00,released,normal,0.9783,2025-08-06T06:00:00+08:00
PP-0000844,WH-02,MAT-0134,15497,2025-12-02T07:00:00+08:00,2025-12-05T16:00:00+08:00,completed,high,0.8851,2025-12-03T19:00:00+08:00
PP-0000845,WH-04,MAT-0086,14369,2025-11-13T12:00:00+08:00,2025-11-14T03:00:00+08:00,completed,urgent,0.5502,2025-11-15T11:00:00+08:00
PP-0000846,WH-02,MAT-0139,19560,2025-08-11T03:00:00+08:00,2025-08-12T00:00:00+08:00,at_risk,normal,0.9964,2025-08-12T18:00:00+08:00
PP-0000847,WH-02,MAT-0127,3254,2026-02-10T14:00:00+08:00,2026-02-12T23:00:00+08:00,at_risk,high,0.653,2026-02-12T00:00:00+08:00
PP-0000848,WH-02,MAT-0032,18267,2026-04-23T18:00:00+08:00,2026-04-26T15:00:00+08:00,paused,urgent,0.6607,2026-04-24T12:00:00+08:00
PP-0000849,WH-02,MAT-0172,4631,2026-06-16T07:00:00+08:00,2026-06-20T06:00:00+08:00,completed,high,0.6677,2026-06-15T08:00:00+08:00
PP-0000850,WH-04,MAT-0144,19013,2026-01-31T07:00:00+08:00,2026-02-03T10:00:00+08:00,completed,normal,0.8321,2026-02-01T19:00:00+08:00
PP-0000851,WH-04,MAT-0173,6406,2025-10-24T03:00:00+08:00,2025-10-26T05:00:00+08:00,completed,normal,0.7128,2025-10-25T18:00:00+08:00
PP-0000852,WH-02,MAT-0036,3541,2025-09-21T20:00:00+08:00,2025-09-23T01:00:00+08:00,completed,normal,0.6237,2025-09-23T03:00:00+08:00
PP-0000853,WH-02,MAT-0057,17828,2026-05-31T19:00:00+08:00,2026-06-05T07:00:00+08:00,completed,normal,0.9062,2026-06-01T08:00:00+08:00
PP-0000854,WH-04,MAT-0054,12938,2026-02-16T17:00:00+08:00,2026-02-20T04:00:00+08:00,planned,normal,0.7321,2026-02-17T23:00:00+08:00
PP-0000855,WH-02,MAT-0147,6615,2026-02-13T05:00:00+08:00,2026-02-15T07:00:00+08:00,planned,normal,0.7717,2026-02-14T21:00:00+08:00
PP-0000856,WH-02,MAT-0198,8445,2026-07-03T03:00:00+08:00,2026-07-06T17:00:00+08:00,planned,normal,0.8107,2026-06-15T08:00:00+08:00
PP-0000857,WH-04,MAT-0010,12162,2026-01-05T01:00:00+08:00,2026-01-06T12:00:00+08:00,completed,high,0.6165,2026-01-06T06:00:00+08:00
PP-0000858,WH-04,MAT-0189,16555,2025-09-05T16:00:00+08:00,2025-09-09T23:00:00+08:00,released,normal,0.7462,2025-09-06T07:00:00+08:00
PP-0000859,WH-04,MAT-0086,8195,2026-01-20T05:00:00+08:00,2026-01-24T05:00:00+08:00,planned,normal,0.7367,2026-01-21T13:00:00+08:00
PP-0000860,WH-02,MAT-0020,17272,2025-06-27T23:00:00+08:00,2025-06-28T10:00:00+08:00,completed,high,0.7599,2025-06-29T00:00:00+08:00
PP-0000861,WH-04,MAT-0150,7727,2025-11-22T22:00:00+08:00,2025-11-25T09:00:00+08:00,completed,normal,0.6793,2025-11-23T19:00:00+08:00
PP-0000862,WH-02,MAT-0049,13335,2026-05-04T20:00:00+08:00,2026-05-09T18:00:00+08:00,completed,normal,0.9447,2026-05-06T18:00:00+08:00
PP-0000863,WH-04,MAT-0112,16255,2026-01-05T06:00:00+08:00,2026-01-06T06:00:00+08:00,completed,urgent,0.8644,2026-01-07T02:00:00+08:00
PP-0000864,WH-02,MAT-0044,15121,2025-06-26T14:00:00+08:00,2025-06-27T17:00:00+08:00,completed,high,0.645,2025-06-27T18:00:00+08:00
PP-0000865,WH-02,MAT-0185,3537,2026-03-29T05:00:00+08:00,2026-04-03T01:00:00+08:00,at_risk,normal,0.7761,2026-03-30T23:00:00+08:00
PP-0000866,WH-02,MAT-0233,4056,2026-03-30T09:00:00+08:00,2026-04-02T18:00:00+08:00,completed,high,0.8605,2026-03-31T02:00:00+08:00
PP-0000867,WH-04,MAT-0096,13283,2025-11-04T14:00:00+08:00,2025-11-07T10:00:00+08:00,released,normal,0.8735,2025-11-05T18:00:00+08:00
PP-0000868,WH-02,MAT-0236,6386,2025-10-13T21:00:00+08:00,2025-10-14T13:00:00+08:00,released,high,0.7742,2025-10-14T15:00:00+08:00
